D4,B6,530.591,404
B6,C12,454.601,351
C12,A4,525.747,376
A4,B16,564.601,437
B16,C10,559.784,483
C10,B1,425.461,359
B1,D14,574.341,404
D14,E14,449.783,282
E14,E9,550.0,282
E9,D5,975.461,703
D5,E6,559.739,282
E6,D4,320.304,289
D4,B6,530.591,404
B6,C12,564.601,351
C12,A4,525.703,376
A4,B16,674.601,437
B16,C10,559.739,483
C10,B1,535.487,359
B1,D14,684.297,404
D14,E14,449.739,282
E14,E9,440.44,282
E9,D5,975.487,703
D5,E6,559.739,282
E6,D4,430.305,289
D4,B6,640.546,404
B6,C12,564.558,351
C12,A4,415.747,376
A4,B16,674.628,437
B16,C10,559.757,483
C10,B1,535.442,359
B1,D14,574.340,404
D14,E14,339.810,282
E14,E9,550.18,282
E9,D5,975.442,703
D5,E6,559.810,282
E6,D4,430.234,289
D4,B6,530.591,404
B6,C12,454.628,351
C12,A4,525.721,376
A4,B16,674.583,437
B16,C10,559.758,483
C10,B1,535.442,359
B1,D14,574.315,404
D14,E14,339.746,282
E14,E9,550.70,282
E9,D5,865.434,703
D5,E6,559.758,282
E6,D4,430.234,289
D4,B6,530.539,404
B6,C12,454.653,351
C12,A4,525.695,376
A4,B16,564.653,437
B16,C10,559.757,483
C10,B1,425.460,359
B1,D14,574.393,404
D14,E14,339.783,282
E14,E9,550.43,282
E9,D5,865.487,703
D5,E6,559.757,282
E6,D4,320.356,289
D4,B6,530.565,404
B6,C12,454.653,351
C12,A4,525.696,376
A4,B16,564.654,437
B16,C10,559.809,483
C10,B1,425.435,359
B1,D14,574.367,404
D14,E14,449.757,282
E14,E9,550.26,282
E9,D5,865.461,703
D5,E6,559.757,282
E6,D4,320.331,289
D4,B6,530.565,404
B6,C12,454.627,351
C12,A4,525.721,376
A4,B16,674.602,437
B16,C10,559.756,483
C10,B1,425.435,359
B1,D14,574.367,404
D14,E14,449.757,282
E14,E9,550.26,282
E9,D5,975.461,703
D5,E6,559.713,282
E6,D4,320.305,289
D4,B6,530.564,404
B6,C12,564.601,351
C12,A4,525.703,376
A4,B16,674.601,437
B16,C10,559.766,483
C10,B1,535.461,359
B1,D14,574.323,404
D14,E14,449.758,282
E14,E9,550.26,282
E9,D5,975.460,703
D5,E6,559.740,282
E6,D4,320.304,289
D4,B6,530.591,404
B6,C12,564.602,351
C12,A4,525.703,376
A4,B16,674.601,437
B16,C10,559.740,483
C10,B1,535.486,359
B1,D14,684.297,404
D14,E14,449.740,282
E14,E9,550.0,282
E9,D5,975.486,703
D5,E6,559.740,282
E6,D4,320.304,289
D4,B6,530.591,404
B6,C12,564.592,351
C12,A4,525.712,376
A4,B16,674.627,437
B16,C10,559.713,483
C10,B1,535.487,359
B1,D14,684.286,404
D14,E14,449.750,282
E14,E9,549.975,282
E9,D5,975.487,703
D5,E6,559.739,282
E6,D4,320.305,289
D4,B6,530.590,404
B6,C12,564.601,351
C12,A4,525.703,376
A4,B16,674.620,437
B16,C10,559.721,483
C10,B1,535.487,359
